diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
395,20201001,0.6497,2.2,,2.6,,,OTHER DIGESTIVE SYSTEM DIA
405,20201001,5.7305,9.5,,13.0,Y,,"PANCREAS, LIVER AND SHUNT"
406,20201001,2.8770,5.1,,6.4,Y,,"PANCREAS, LIVER AND SHUNT"
407,20201001,2.1160,3.7,,4.4,Y,,"PANCREAS, LIVER AND SHUNT"
408,20201001,3.7495,8.4,,10.8,,,BILIARY TRACT PROCEDURES E
409,20201001,2.1143,4.8,,5.9,,,BILIARY TRACT PROCEDURES E
410,20201001,1.5657,3.5,,4.1,,,BILIARY TRACT PROCEDURES E
411,20201001,3.7524,7.8,,9.7,,,CHOLECYSTECTOMY WITH C.D.E
412,20201001,2.2757,5.0,,6.2,,,CHOLECYSTECTOMY WITH C.D.E
413,20201001,1.7314,3.6,,4.1,,,CHOLECYSTECTOMY WITH C.D.E
414,20201001,3.6255,8.0,,9.9,Y,,CHOLECYSTECTOMY EXCEPT BY
415,20201001,2.0319,4.9,,5.8,Y,,CHOLECYSTECTOMY EXCEPT BY
416,20201001,1.4222,3.0,,3.6,Y,,CHOLECYSTECTOMY EXCEPT BY
417,20201001,2.4235,5.1,,6.4,,,LAPAROSCOPIC CHOLECYSTECTO
418,20201001,1.6881,3.5,,4.2,,,LAPAROSCOPIC CHOLECYSTECTO
419,20201001,1.3152,2.4,,2.8,,,LAPAROSCOPIC CHOLECYSTECTO
420,20201001,3.5141,7.3,,10.2,,,HEPATOBILIARY DIAGNOSTIC P
421,20201001,1.9089,3.8,,5.2,,,HEPATOBILIARY DIAGNOSTIC P
422,20201001,1.4514,2.7,,3.3,,,HEPATOBILIARY DIAGNOSTIC P
423,20201001,4.1790,8.4,,11.8,,,OTHER HEPATOBILIARY OR PAN
424,20201001,2.2816,4.7,,6.3,,,OTHER HEPATOBILIARY OR PAN
425,20201001,1.5433,2.2,,2.8,,,OTHER HEPATOBILIARY OR PAN
432,20201001,1.8821,4.7,,6.4,,,CIRRHOSIS AND ALCOHOLIC HE
433,20201001,1.0285,3.3,,4.2,,,CIRRHOSIS AND ALCOHOLIC HE
434,20201001,0.6196,2.2,,2.8,,,CIRRHOSIS AND ALCOHOLIC HE
435,20201001,1.7528,4.8,,6.3,,,MALIGNANCY OF HEPATOBILIAR
436,20201001,1.1202,3.4,,4.3,,,MALIGNANCY OF HEPATOBILIAR
437,20201001,0.8945,2.4,,3.0,,,MALIGNANCY OF HEPATOBILIAR
438,20201001,1.5963,4.6,,6.2,,,DISORDERS OF PANCREAS EXCE
439,20201001,0.8444,3.1,,3.8,,,DISORDERS OF PANCREAS EXCE
440,20201001,0.6059,2.4,,2.8,,,DISORDERS OF PANCREAS EXCE
441,20201001,1.8837,4.7,,6.4,Y,,DISORDERS OF LIVER EXCEPT
442,20201001,0.9316,3.2,,4.0,Y,,DISORDERS OF LIVER EXCEPT
443,20201001,0.6628,2.4,,2.9,Y,,DISORDERS OF LIVER EXCEPT
444,20201001,1.6688,4.4,,5.7,,,DISORDERS OF THE BILIARY T
445,20201001,1.0768,3.0,,3.8,,,DISORDERS OF THE BILIARY T
446,20201001,0.8162,2.2,,2.6,,,DISORDERS OF THE BILIARY T
453,20201001,9.1936,7.5,,9.6,,,COMBINED ANTERIOR AND POST
454,20201001,6.0981,3.8,,4.4,,,COMBINED ANTERIOR AND POST
455,20201001,4.7910,2.4,,2.8,,,COMBINED ANTERIOR AND POST
456,20201001,8.5981,9.5,,11.6,,,SPINAL FUSION EXCEPT CERVI
457,20201001,6.5020,5.2,,6.1,,,SPINAL FUSION EXCEPT CERVI
458,20201001,5.0174,3.0,,3.4,,,SPINAL FUSION EXCEPT CERVI
459,20201001,6.7318,6.9,,8.6,Y,,SPINAL FUSION EXCEPT CERVI
460,20201001,3.9327,2.7,,3.3,Y,,SPINAL FUSION EXCEPT CERVI
461,20201001,6.0762,6.7,,9.1,,,BILATERAL OR MULTIPLE MAJO
462,20201001,3.1442,2.6,,2.9,,,BILATERAL OR MULTIPLE MAJO
463,20201001,5.3654,9.9,,13.4,Y,,WOUND DEBRIDEMENT AND SKIN
464,20201001,2.9745,5.5,,7.2,Y,,WOUND DEBRIDEMENT AND SKIN
465,20201001,1.8436,2.6,,3.4,Y,,WOUND DEBRIDEMENT AND SKIN
466,20201001,5.3450,7.0,,8.8,Y,,REVISION OF HIP OR KNEE RE
467,20201001,3.5762,3.3,,4.1,Y,,REVISION OF HIP OR KNEE RE
468,20201001,2.8040,1.9,,2.2,Y,,REVISION OF HIP OR KNEE RE
469,20201001,3.0844,3.1,,4.2,Y,,MAJOR HIP AND KNEE JOINT R
470,20201001,1.8999,1.8,,2.0,Y,,MAJOR HIP AND KNEE JOINT R
471,20201001,5.0168,6.8,,9.0,,,CERVICAL SPINAL FUSION WIT
472,20201001,3.0532,2.5,,3.4,,,CERVICAL SPINAL FUSION WIT
473,20201001,2.5402,1.6,,2.0,,,CERVICAL SPINAL FUSION WIT
474,20201001,4.0728,9.4,,12.0,Y,,AMPUTATION FOR MUSCULOSKEL
475,20201001,2.1936,5.8,,7.2,Y,,AMPUTATION FOR MUSCULOSKEL
476,20201001,1.1598,2.9,,3.5,Y,,AMPUTATION FOR MUSCULOSKEL
477,20201001,3.3569,8.1,,10.1,Y,Y,BIOPSIES OF MUSCULOSKELETA
478,20201001,2.3569,5.2,,6.5,Y,Y,BIOPSIES OF MUSCULOSKELETA
479,20201001,1.8093,3.3,,4.0,Y,Y,BIOPSIES OF MUSCULOSKELETA
480,20201001,3.0245,6.2,,7.3,Y,Y,HIP AND FEMUR PROCEDURES E
481,20201001,2.0955,4.3,,4.7,Y,Y,HIP AND FEMUR PROCEDURES E
482,20201001,1.6468,3.3,,3.6,Y,Y,HIP AND FEMUR PROCEDURES E
483,20201001,2.3863,1.4,,1.7,,,MAJOR JOINT OR LIMB REATTA
485,20201001,3.4076,8.0,,9.6,,,KNEE PROCEDURES WITH PRINC
486,20201001,2.1484,5.2,,6.1,,,KNEE PROCEDURES WITH PRINC
487,20201001,1.6403,3.6,,4.1,,,KNEE PROCEDURES WITH PRINC
488,20201001,1.9746,3.1,,4.2,Y,,KNEE PROCEDURES WITHOUT PR
489,20201001,1.2982,1.7,,2.1,Y,,KNEE PROCEDURES WITHOUT PR
492,20201001,3.4682,6.2,,7.8,Y,Y,LOWER EXTREMITY AND HUMERU
493,20201001,2.3252,4.0,,4.8,Y,Y,LOWER EXTREMITY AND HUMERU
494,20201001,1.8519,2.7,,3.2,Y,Y,LOWER EXTREMITY AND HUMERU
495,20201001,3.6342,7.3,,9.6,Y,Y,LOCAL EXCISION AND REMOVAL
496,20201001,1.9856,3.4,,4.5,Y,Y,LOCAL EXCISION AND REMOVAL
497,20201001,1.4587,1.8,,2.3,Y,Y,LOCAL EXCISION AND REMOVAL
498,20201001,2.5843,5.6,,8.0,,,LOCAL EXCISION AND REMOVAL
499,20201001,1.1987,2.0,,2.5,,,LOCAL EXCISION AND REMOVAL
500,20201001,3.1539,7.4,,9.8,Y,Y,SOFT TISSUE PROCEDURES WIT
501,20201001,1.7450,4.1,,5.3,Y,Y,SOFT TISSUE PROCEDURES WIT
502,20201001,1.3308,2.4,,3.0,Y,Y,SOFT TISSUE PROCEDURES WIT
503,20201001,2.6287,6.8,,8.6,,,FOOT PROCEDURES WITH MCC
504,20201001,1.7739,3.9,,4.8,,,FOOT PROCEDURES WITH CC
505,20201001,1.7739,3.9,,4.8,,,FOOT PROCEDURES WITHOUT CC
506,20201001,1.4757,3.8,,4.9,,,MAJOR THUMB OR JOINT PROCE
507,20201001,2.0223,4.7,,5.9,,,MAJOR SHOULDER OR ELBOW JO
508,20201001,1.4140,2.3,,2.8,,,MAJOR SHOULDER OR ELBOW JO
509,20201001,1.6738,4.1,,5.2,,,ARTHROSCOPY
510,20201001,2.7307,4.9,,6.1,Y,,"SHOULDER, ELBOW OR FOREARM"
511,20201001,1.9685,3.4,,4.0,Y,,"SHOULDER, ELBOW OR FOREARM"
512,20201001,1.5562,2.1,,2.5,Y,,"SHOULDER, ELBOW OR FOREARM"
513,20201001,1.5590,4.0,,5.1,,,"HAND OR WRIST PROCEDURES,"
514,20201001,0.9942,2.4,,2.9,,,"HAND OR WRIST PROCEDURES,"
515,20201001,3.1370,6.4,,8.2,Y,Y,OTHER MUSCULOSKELETAL SYST
516,20201001,1.9611,3.7,,4.6,Y,Y,OTHER MUSCULOSKELETAL SYST
517,20201001,1.3967,2.1,,2.6,Y,Y,OTHER MUSCULOSKELETAL SYST
518,20201001,3.5843,4.2,,6.4,Y,Y,BACK AND NECK PROCEDURES E
519,20201001,1.9577,3.2,,4.1,Y,Y,BACK AND NECK PROCEDURES E
520,20201001,1.4174,2.0,,2.4,Y,Y,BACK AND NECK PROCEDURES E
521,20201001,3.0634,6.2,,7.2,Y,Y,HIP REPLACEMENT WITH PRINC
522,20201001,2.1891,4.1,,4.5,Y,Y,HIP REPLACEMENT WITH PRINC
533,20201001,1.4126,4.0,,5.2,Y,,FRACTURES OF FEMUR WITH MC
534,20201001,0.7886,2.8,,3.4,Y,,FRACTURES OF FEMUR WITHOUT
535,20201001,1.2338,3.8,,4.7,Y,,FRACTURES OF HIP AND PELVI
536,20201001,0.7716,2.9,,3.3,Y,,FRACTURES OF HIP AND PELVI
537,20201001,0.9332,3.1,,3.7,,,"SPRAINS, STRAINS, AND DISL"
538,20201001,0.7214,2.6,,3.1,,,"SPRAINS, STRAINS, AND DISL"
539,20201001,1.9412,5.9,,7.9,Y,,OSTEOMYELITIS WITH MCC
540,20201001,1.2953,4.3,,5.7,Y,,OSTEOMYELITIS WITH CC
541,20201001,0.8406,3.1,,3.9,Y,,OSTEOMYELITIS WITHOUT CC/M
542,20201001,1.8053,5.0,,6.7,Y,,PATHOLOGICAL FRACTURES AND
543,20201001,1.0433,3.5,,4.3,Y,,PATHOLOGICAL FRACTURES AND
544,20201001,0.7762,2.8,,3.2,Y,,PATHOLOGICAL FRACTURES AND
545,20201001,2.4995,5.5,,7.9,Y,,CONNECTIVE TISSUE DISORDER
546,20201001,1.2066,3.5,,4.5,Y,,CONNECTIVE TISSUE DISORDER
547,20201001,0.8330,2.5,,3.1,Y,,CONNECTIVE TISSUE DISORDER
548,20201001,2.0296,5.7,,7.7,,,SEPTIC ARTHRITIS WITH MCC
549,20201001,1.2469,4.0,,5.2,,,SEPTIC ARTHRITIS WITH CC
550,20201001,0.8827,3.0,,3.5,,,SEPTIC ARTHRITIS WITHOUT C
551,20201001,1.6231,4.3,,5.7,Y,,MEDICAL BACK PROBLEMS WITH
552,20201001,0.9420,2.9,,3.6,Y,,MEDICAL BACK PROBLEMS WITH
553,20201001,1.2683,3.9,,5.0,,,BONE DISEASES AND ARTHROPA
554,20201001,0.7904,2.8,,3.3,,,BONE DISEASES AND ARTHROPA
555,20201001,1.3628,3.8,,5.0,,,SIGNS AND SYMPTOMS OF MUSC
556,20201001,0.8063,2.6,,3.2,,,SIGNS AND SYMPTOMS OF MUSC
557,20201001,1.3939,4.6,,5.8,Y,,"TENDONITIS, MYOSITIS AND B"
558,20201001,0.8583,3.1,,3.8,Y,,"TENDONITIS, MYOSITIS AND B"
559,20201001,1.8679,4.8,,6.8,Y,,"AFTERCARE, MUSCULOSKELETAL"
560,20201001,1.0764,3.7,,4.9,Y,,"AFTERCARE, MUSCULOSKELETAL"
561,20201001,0.7911,2.7,,3.7,Y,,"AFTERCARE, MUSCULOSKELETAL"
562,20201001,1.4080,4.0,,5.1,Y,,"FRACTURE, SPRAIN, STRAIN A"
563,20201001,0.8708,3.0,,3.5,Y,,"FRACTURE, SPRAIN, STRAIN A"
564,20201001,1.5138,4.6,,5.8,,,OTHER MUSCULOSKELETAL SYST
565,20201001,1.0063,3.4,,4.1,,,OTHER MUSCULOSKELETAL SYST
566,20201001,0.7515,2.5,,3.0,,,OTHER MUSCULOSKELETAL SYST
570,20201001,2.8363,7.3,,9.5,Y,,SKIN DEBRIDEMENT WITH MCC
571,20201001,1.6328,4.8,,6.0,Y,,SKIN DEBRIDEMENT WITH CC
572,20201001,1.1026,3.0,,3.7,Y,,SKIN DEBRIDEMENT WITHOUT C
573,20201001,5.5373,10.8,,15.9,Y,,SKIN GRAFT FOR SKIN ULCER
574,20201001,3.2465,7.6,,11.0,Y,,SKIN GRAFT FOR SKIN ULCER
575,20201001,1.7615,4.5,,5.7,Y,,SKIN GRAFT FOR SKIN ULCER
576,20201001,5.0601,9.3,,13.4,,,SKIN GRAFT EXCEPT FOR SKIN
577,20201001,2.5474,4.6,,6.6,,,SKIN GRAFT EXCEPT FOR SKIN
578,20201001,1.5947,2.8,,3.7,,,SKIN GRAFT EXCEPT FOR SKIN
579,20201001,2.9278,7.0,,9.4,Y,,"OTHER SKIN, SUBCUTANEOUS T"
580,20201001,1.6031,4.0,,5.3,Y,,"OTHER SKIN, SUBCUTANEOUS T"
581,20201001,1.2599,2.3,,2.9,Y,,"OTHER SKIN, SUBCUTANEOUS T"
582,20201001,1.6416,2.3,,3.1,,,MASTECTOMY FOR MALIGNANCY
583,20201001,1.5416,1.7,,2.0,,,MASTECTOMY FOR MALIGNANCY
584,20201001,1.8303,3.4,,4.4,,,"BREAST BIOPSY, LOCAL EXCIS"
585,20201001,1.7423,2.2,,2.7,,,"BREAST BIOPSY, LOCAL EXCIS"
592,20201001,1.6867,5.4,,7.2,Y,,SKIN ULCERS WITH MCC
593,20201001,1.1368,4.1,,5.3,Y,,SKIN ULCERS WITH CC
594,20201001,0.8187,3.2,,4.0,Y,,SKIN ULCERS WITHOUT CC/MCC
595,20201001,2.0121,5.5,,7.5,,,MAJOR SKIN DISORDERS WITH
596,20201001,0.9892,3.3,,4.3,,,MAJOR SKIN DISORDERS WITHO
597,20201001,1.6367,4.6,,6.2,,,MALIGNANT BREAST DISORDERS
598,20201001,1.1112,3.3,,4.5,,,MALIGNANT BREAST DISORDERS
599,20201001,0.6712,2.5,,3.2,,,MALIGNANT BREAST DISORDERS
600,20201001,0.9957,3.5,,4.3,,,NON-MALIGNANT BREAST DISOR
601,20201001,0.6876,2.8,,3.3,,,NON-MALIGNANT BREAST DISOR
602,20201001,1.4366,4.6,,5.7,Y,,CELLULITIS WITH MCC
603,20201001,0.8448,3.2,,3.8,Y,,CELLULITIS WITHOUT MCC
604,20201001,1.4913,3.8,,5.2,,,"TRAUMA TO THE SKIN, SUBCUT"
605,20201001,0.9092,2.7,,3.3,,,"TRAUMA TO THE SKIN, SUBCUT"
606,20201001,1.5110,4.3,,6.0,,,MINOR SKIN DISORDERS WITH
607,20201001,0.8256,2.9,,3.6,,,MINOR SKIN DISORDERS WITHO
614,20201001,2.3868,3.2,,4.6,,,ADRENAL AND PITUITARY PROC
615,20201001,1.5741,1.8,,2.2,,,ADRENAL AND PITUITARY PROC
616,20201001,3.9888,10.0,,12.3,Y,,AMPUTATION OF LOWER LIMB F
617,20201001,2.0341,5.8,,7.0,Y,,AMPUTATION OF LOWER LIMB F
618,20201001,1.3030,4.2,,4.8,Y,,AMPUTATION OF LOWER LIMB F
619,20201001,3.0611,2.8,,4.7,,,O.R. PROCEDURES FOR OBESIT
620,20201001,1.7611,1.8,,2.2,,,O.R. PROCEDURES FOR OBESIT
621,20201001,1.5964,1.4,,1.6,,,O.R. PROCEDURES FOR OBESIT
622,20201001,3.6128,8.3,,11.1,Y,,SKIN GRAFTS AND WOUND DEBR
623,20201001,1.8729,5.3,,6.5,Y,,SKIN GRAFTS AND WOUND DEBR
624,20201001,1.0943,3.2,,3.9,Y,,SKIN GRAFTS AND WOUND DEBR
625,20201001,2.8412,4.8,,7.0,,,"THYROID, PARATHYROID AND T"
626,20201001,1.6523,2.3,,3.3,,,"THYROID, PARATHYROID AND T"
627,20201001,1.1818,1.4,,1.7,,,"THYROID, PARATHYROID AND T"
628,20201001,3.6981,7.4,,10.5,Y,,"OTHER ENDOCRINE, NUTRITION"
629,20201001,2.3468,6.1,,7.3,Y,,"OTHER ENDOCRINE, NUTRITION"
630,20201001,1.4069,2.4,,3.0,Y,,"OTHER ENDOCRINE, NUTRITION"
637,20201001,1.3747,3.8,,5.0,Y,,DIABETES WITH MCC
638,20201001,0.8794,2.9,,3.6,Y,,DIABETES WITH CC
639,20201001,0.6093,2.1,,2.5,Y,,DIABETES WITHOUT CC/MCC
640,20201001,1.2278,3.3,,4.5,Y,,MISCELLANEOUS DISORDERS OF
641,20201001,0.7530,2.6,,3.2,Y,,MISCELLANEOUS DISORDERS OF
642,20201001,1.2875,3.3,,4.4,,,INBORN AND OTHER DISORDERS
643,20201001,1.6633,5.0,,6.3,Y,,ENDOCRINE DISORDERS WITH M
644,20201001,1.0183,3.5,,4.2,Y,,ENDOCRINE DISORDERS WITH C
645,20201001,0.7678,2.7,,3.2,Y,,ENDOCRINE DISORDERS WITHOU
650,20201001,4.5131,6.8,,8.3,,,KIDNEY TRANSPLANT WITH HEM
651,20201001,3.6936,6.0,,6.8,,,KIDNEY TRANSPLANT WITH HEM
652,20201001,3.1819,4.7,,5.3,,,KIDNEY TRANSPLANT
653,20201001,5.4492,10.2,,13.0,Y,,MAJOR BLADDER PROCEDURES W
654,20201001,2.9002,5.6,,6.7,Y,,MAJOR BLADDER PROCEDURES W
655,20201001,2.0801,3.6,,4.2,Y,,MAJOR BLADDER PROCEDURES W
656,20201001,3.2817,5.6,,7.6,,,KIDNEY AND URETER PROCEDUR
657,20201001,1.9341,3.2,,4.0,,,KIDNEY AND URETER PROCEDUR
658,20201001,1.5791,2.1,,2.3,,,KIDNEY AND URETER PROCEDUR
659,20201001,2.6648,5.9,,7.9,Y,,KIDNEY AND URETER PROCEDUR
660,20201001,1.4434,3.1,,4.0,Y,,KIDNEY AND URETER PROCEDUR
661,20201001,1.0644,1.9,,2.2,Y,,KIDNEY AND URETER PROCEDUR
662,20201001,2.9298,6.9,,9.6,,,MINOR BLADDER PROCEDURES W
663,20201001,1.5949,3.7,,4.9,,,MINOR BLADDER PROCEDURES W
664,20201001,1.1842,1.9,,2.4,,,MINOR BLADDER PROCEDURES W
665,20201001,3.0367,7.6,,9.7,,,PROSTATECTOMY WITH MCC
666,20201001,1.7343,3.9,,5.3,,,PROSTATECTOMY WITH CC
667,20201001,0.9949,2.0,,2.5,,,PROSTATECTOMY WITHOUT CC/M
668,20201001,2.7551,7.0,,9.2,,,TRANSURETHRAL PROCEDURES W
669,20201001,1.5319,3.7,,4.8,,,TRANSURETHRAL PROCEDURES W
670,20201001,0.9765,2.0,,2.5,,,TRANSURETHRAL PROCEDURES W
671,20201001,1.7767,3.9,,5.8,,,URETHRAL PROCEDURES WITH C
672,20201001,1.1509,1.6,,2.0,,,URETHRAL PROCEDURES WITHOU
673,20201001,3.4631,7.7,,10.5,,,OTHER KIDNEY AND URINARY T
674,20201001,2.3804,5.9,,7.6,,,OTHER KIDNEY AND URINARY T
675,20201001,1.7520,2.7,,3.7,,,OTHER KIDNEY AND URINARY T
682,20201001,1.4702,4.3,,5.7,Y,,RENAL FAILURE WITH MCC
683,20201001,0.8781,3.1,,3.8,Y,,RENAL FAILURE WITH CC
684,20201001,0.6075,2.2,,2.6,Y,,RENAL FAILURE WITHOUT CC/M
686,20201001,1.8732,5.0,,7.0,,,KIDNEY AND URINARY TRACT N
687,20201001,1.0478,3.3,,4.3,,,KIDNEY AND URINARY TRACT N
688,20201001,0.6853,1.9,,2.2,,,KIDNEY AND URINARY TRACT N
689,20201001,1.1113,3.8,,4.7,Y,,KIDNEY AND URINARY TRACT I
690,20201001,0.7922,2.9,,3.5,Y,,KIDNEY AND URINARY TRACT I
693,20201001,1.2688,3.7,,5.0,,,URINARY STONES WITH MCC
694,20201001,0.7293,2.1,,2.6,,,URINARY STONES WITHOUT MCC
695,20201001,1.1363,3.6,,4.7,,,KIDNEY AND URINARY TRACT S
696,20201001,0.6897,2.3,,2.9,,,KIDNEY AND URINARY TRACT S
697,20201001,0.9970,2.8,,3.6,,,URETHRAL STRICTURE
698,20201001,1.6067,4.7,,6.0,Y,,OTHER KIDNEY AND URINARY T
699,20201001,1.0252,3.3,,4.1,Y,,OTHER KIDNEY AND URINARY T
700,20201001,0.7448,2.4,,2.9,Y,,OTHER KIDNEY AND URINARY T
707,20201001,1.9206,2.5,,3.4,,,MAJOR MALE PELVIC PROCEDUR
708,20201001,1.4914,1.4,,1.6,,,MAJOR MALE PELVIC PROCEDUR
709,20201001,2.3119,4.0,,6.5,,,PENIS PROCEDURES WITH CC/M
710,20201001,1.5999,1.7,,2.1,,,PENIS PROCEDURES WITHOUT C
711,20201001,2.1303,5.3,,7.4,,,TESTES PROCEDURES WITH CC/
712,20201001,1.0575,2.5,,3.1,,,TESTES PROCEDURES WITHOUT
713,20201001,1.4916,2.8,,4.0,,,TRANSURETHRAL PROSTATECTOM
714,20201001,0.9285,1.6,,1.9,,,TRANSURETHRAL PROSTATECTOM
715,20201001,2.0189,5.0,,6.8,,,OTHER MALE REPRODUCTIVE SY
716,20201001,1.2765,1.4,,1.6,,,OTHER MALE REPRODUCTIVE SY
717,20201001,1.7985,3.7,,5.2,,,OTHER MALE REPRODUCTIVE SY
718,20201001,1.2362,2.2,,2.7,,,OTHER MALE REPRODUCTIVE SY
722,20201001,1.7090,5.1,,7.1,,,"MALIGNANCY, MALE REPRODUCT"
723,20201001,1.0891,3.5,,4.5,,,"MALIGNANCY, MALE REPRODUCT"
724,20201001,0.6494,1.8,,2.3,,,"MALIGNANCY, MALE REPRODUCT"
725,20201001,1.2819,4.0,,5.4,,,BENIGN PROSTATIC HYPERTROP
726,20201001,0.7433,2.5,,3.1,,,BENIGN PROSTATIC HYPERTROP
727,20201001,1.4181,4.4,,5.6,,,INFLAMMATION OF THE MALE R
728,20201001,0.8035,2.9,,3.6,,,INFLAMMATION OF THE MALE R
729,20201001,1.0048,3.1,,4.1,,,OTHER MALE REPRODUCTIVE SY
730,20201001,0.5657,1.8,,2.2,,,OTHER MALE REPRODUCTIVE SY
734,20201001,2.2228,3.5,,5.0,,,"PELVIC EVISCERATION, RADIC"
735,20201001,1.4135,1.7,,2.0,,,"PELVIC EVISCERATION, RADIC"
736,20201001,4.2582,8.4,,10.5,,,UTERINE AND ADNEXA PROCEDU
737,20201001,2.0582,4.2,,4.9,,,UTERINE AND ADNEXA PROCEDU
738,20201001,1.4766,2.6,,2.9,,,UTERINE AND ADNEXA PROCEDU
739,20201001,3.8217,6.6,,9.5,,,UTERINE AND ADNEXA PROCEDU
740,20201001,1.8000,2.8,,3.7,,,UTERINE AND ADNEXA PROCEDU
741,20201001,1.2795,1.6,,1.9,,,UTERINE AND ADNEXA PROCEDU
742,20201001,1.7170,2.8,,3.8,,,UTERINE AND ADNEXA PROCEDU
743,20201001,1.1323,1.7,,1.9,,,UTERINE AND ADNEXA PROCEDU
744,20201001,1.7940,4.4,,5.9,,,"D&C, CONIZATION, LAPAROSCO"
745,20201001,1.1705,2.2,,2.6,,,"D&C, CONIZATION, LAPAROSCO"
746,20201001,1.6094,3.2,,4.9,,,"VAGINA, CERVIX AND VULVA P"
747,20201001,0.9380,1.5,,1.8,,,"VAGINA, CERVIX AND VULVA P"
748,20201001,1.3483,1.6,,2.0,,,FEMALE REPRODUCTIVE SYSTEM
749,20201001,2.7074,5.6,,7.7,,,OTHER FEMALE REPRODUCTIVE
750,20201001,1.4659,2.3,,2.8,,,OTHER FEMALE REPRODUCTIVE
754,20201001,1.8210,5.0,,7.0,,,"MALIGNANCY, FEMALE REPRODU"
755,20201001,1.1276,3.3,,4.3,,,"MALIGNANCY, FEMALE REPRODU"
756,20201001,0.9161,2.1,,2.5,,,"MALIGNANCY, FEMALE REPRODU"
757,20201001,1.5221,4.7,,6.3,,,"INFECTIONS, FEMALE REPRODU"
758,20201001,0.9670,3.6,,4.4,,,"INFECTIONS, FEMALE REPRODU"
759,20201001,0.6832,2.7,,3.2,,,"INFECTIONS, FEMALE REPRODU"
760,20201001,0.9226,2.6,,3.4,,,MENSTRUAL AND OTHER FEMALE
761,20201001,0.5900,1.8,,2.3,,,MENSTRUAL AND OTHER FEMALE
768,20201001,1.1708,3.1,,4.5,,,VAGINAL DELIVERY WITH O.R.
769,20201001,1.6204,2.9,,4.3,,,POSTPARTUM AND POST ABORTI
770,20201001,0.8881,1.8,,2.3,,,"ABORTION WITH D&C, ASPIRAT"
776,20201001,0.7688,2.5,,3.4,,,POSTPARTUM AND POST ABORTI
779,20201001,1.0404,2.0,,2.9,,,ABORTION WITHOUT D&C
783,20201001,1.8727,4.8,,7.2,,,CESAREAN SECTION WITH STER
784,20201001,1.0949,3.3,,4.4,,,CESAREAN SECTION WITH STER
785,20201001,0.9153,2.7,,3.3,,,CESAREAN SECTION WITH STER
786,20201001,1.5911,4.3,,5.7,,,CESAREAN SECTION WITHOUT S
787,20201001,1.0627,3.5,,4.1,,,CESAREAN SECTION WITHOUT S
788,20201001,0.8871,3.0,,3.2,,,CESAREAN SECTION WITHOUT S
789,20201001,1.7185,1.8,,1.8,,,"NEONATES, DIED OR TRANSFER"
790,20201001,5.6671,17.9,,17.9,,,EXTREME IMMATURITY OR RESP
791,20201001,3.8704,13.3,,13.3,,,PREMATURITY WITH MAJOR PRO
792,20201001,2.3353,8.6,,8.6,,,PREMATURITY WITHOUT MAJOR
793,20201001,3.9757,4.7,,4.7,,,FULL TERM NEONATE WITH MAJ
794,20201001,1.4072,3.4,,3.4,,,NEONATE WITH OTHER SIGNIFI
795,20201001,0.1905,3.1,,3.1,,,NORMAL NEWBORN
796,20201001,1.0679,3.6,,5.7,,,VAGINAL DELIVERY WITH STER
797,20201001,0.9199,2.4,,2.6,,,VAGINAL DELIVERY WITH STER
798,20201001,0.8273,2.1,,2.3,,,VAGINAL DELIVERY WITH STER
799,20201001,5.1439,7.8,,10.7,,,SPLENECTOMY WITH MCC
800,20201001,2.9514,5.0,,6.4,,,SPLENECTOMY WITH CC
801,20201001,1.6835,2.6,,3.1,,,SPLENECTOMY WITHOUT CC/MCC
802,20201001,3.7087,7.5,,11.0,,,OTHER O.R. PROCEDURES OF T
803,20201001,1.8848,3.9,,5.2,,,OTHER O.R. PROCEDURES OF T
804,20201001,1.3642,2.0,,2.5,,,OTHER O.R. PROCEDURES OF T
805,20201001,1.0268,2.9,,4.0,,,VAGINAL DELIVERY WITHOUT S
806,20201001,0.7339,2.3,,2.7,,,VAGINAL DELIVERY WITHOUT S
807,20201001,0.6411,2.1,,2.3,,,VAGINAL DELIVERY WITHOUT S
808,20201001,2.1779,5.3,,7.3,,,MAJOR HEMATOLOGICAL AND IM
809,20201001,1.2217,3.5,,4.4,,,MAJOR HEMATOLOGICAL AND IM
810,20201001,0.9607,2.5,,3.2,,,MAJOR HEMATOLOGICAL AND IM
811,20201001,1.3776,3.6,,4.8,,,RED BLOOD CELL DISORDERS W
812,20201001,0.8797,2.7,,3.4,,,RED BLOOD CELL DISORDERS W
813,20201001,1.5447,3.6,,4.7,,,COAGULATION DISORDERS
814,20201001,1.8907,4.5,,6.5,,,RETICULOENDOTHELIAL AND IM
815,20201001,0.9925,2.9,,3.8,,,RETICULOENDOTHELIAL AND IM
816,20201001,0.6609,2.2,,2.6,,,RETICULOENDOTHELIAL AND IM
817,20201001,2.3018,4.1,,6.6,,,OTHER ANTEPARTUM DIAGNOSES
818,20201001,1.3165,3.0,,4.2,,,OTHER ANTEPARTUM DIAGNOSES
819,20201001,0.9979,1.8,,2.2,,,OTHER ANTEPARTUM DIAGNOSES
820,20201001,5.6873,10.6,,14.7,,,LYMPHOMA AND LEUKEMIA WITH
821,20201001,2.1551,3.7,,5.4,,,LYMPHOMA AND LEUKEMIA WITH
